canonical_facility_id,location_id,source_system,source_facility_id,source_record_type,official_name,display_name,normalized_name,operator_name,address_street1,address_street1_normalized,city,state,postal_code,borough_code,borough_name,geography_id,neighborhood_name,neighborhood_code,community_board,council_district,census_tract,boro_block_lot,bin,latitude,longitude,coordinate_source,coordinate_confidence,facility_type,facility_grouping,high_level_category,category,organization_name_type,observation_count,latest_inspection_date,latest_inspection_type,latest_violations_all,latest_violations_phh,latest_violations_critical,latest_violations_general,alternate_names,normalized_crosswalk_names,normalized_address_variants,preferred_keys
nyc-facility-40425439,nyc-loc-40425439,nyc-pool-inspection-tableau,40425439,Indoor,MASARYK TOWERS INC,MASARYK TOWERS INC,masaryk towers inc,,69 COLUMBIA STREET,69 columbia st,New York,NY,10002,MA,Manhattan,manhattan,Lower East Side,MN28,103,2,2201,1003330001,1082667,40.717346,-73.980102,tableau-hyper:Lat/Long,high,indoor,MASARYK TOWERS INC,Private Res.,Private Res.,,1,2019-01-22,Routine Inspection,1,1,0,0,MASARYK TOWERS INC,masaryk towers inc,69 columbia st|columbia st,source_id:40425439|source:accela:40425439|location_id:nyc-loc-40425439|bin:1082667|bbl:1003330001|name:masaryk towers inc|name_zip:masaryk towers inc|10002|name_geo:masaryk towers inc|manhattan|name_address_zip:masaryk towers inc|69 columbia st|10002|name_address_zip:masaryk towers inc|columbia st|10002|address_zip:69 columbia st|10002|address_geo:69 columbia st|manhattan|address_zip:columbia st|10002|address_geo:columbia st|manhattan
nyc-facility-40425440,nyc-loc-40425440,nyc-pool-inspection-tableau,40425440,Indoor,DORADO HOUSE FLUSHING INC,DORADO HOUSE FLUSHING INC,dorado house flushing inc,,140-55 34 AVENUE,14055 34 ave,New York,NY,11354,QU,Queens,queens,Flushing,QN22,407,20,116100,4049817501,4112574,40.766532,-73.826955,tableau-hyper:Lat/Long,high,indoor,DORADO HOUSE FLUSHING INC,Private Res.,Private Res.,,1,2019-12-12,Routine Inspection,2,0,1,1,DORADO HOUSE FLUSHING INC,dorado house flushing inc,14055 34 ave|34 ave,source_id:40425440|source:accela:40425440|location_id:nyc-loc-40425440|bin:4112574|bbl:4049817501|name:dorado house flushing inc|name_zip:dorado house flushing inc|11354|name_geo:dorado house flushing inc|queens|name_address_zip:dorado house flushing inc|14055 34 ave|11354|name_address_zip:dorado house flushing inc|34 ave|11354|address_zip:14055 34 ave|11354|address_geo:14055 34 ave|queens|address_zip:34 ave|11354|address_geo:34 ave|queens
nyc-facility-40425450,nyc-loc-40425450,nyc-pool-inspection-tableau,40425450,Indoor,THE BOYS CLUB OF N. Y. INC,THE BOYS CLUB OF N. Y. INC,the boys club of n y inc,Boys Club,321 EAST 111 STREET,321 e 111 st,New York,NY,10029,MA,Manhattan,manhattan,East Harlem North,MN34,111,8,18000,1016830013,1052876,40.793452,-73.939232,tableau-hyper:Lat/Long,high,indoor,THE BOYS CLUB OF NY,Nonprofit,Nonprofit,Boys Club,1,2019-05-30,Routine Inspection,1,0,0,1,THE BOYS CLUB OF N. Y. INC,the boys club of n y inc,321 e 111 st|e 111 st,source_id:40425450|source:accela:40425450|location_id:nyc-loc-40425450|bin:1052876|bbl:1016830013|name:the boys club of n y inc|name_zip:the boys club of n y inc|10029|name_geo:the boys club of n y inc|manhattan|name_address_zip:the boys club of n y inc|321 e 111 st|10029|name_address_zip:the boys club of n y inc|e 111 st|10029|address_zip:321 e 111 st|10029|address_geo:321 e 111 st|manhattan|address_zip:e 111 st|10029|address_geo:e 111 st|manhattan
nyc-facility-40425457,nyc-loc-40425457,nyc-pool-inspection-tableau,40425457,Indoor,SKYLINE MOTOR INN,SKYLINE MOTOR INN,skyline motor inn,,725 10 AVENUE,725 10 ave,New York,NY,10019,MA,Manhattan,manhattan,Clinton,MN15,104,3,12900,1010780023,1083799,40.764272,-73.992094,tableau-hyper:Lat/Long,high,indoor,SKYLINE MOTOR INN,Hotel,Hotel,,1,2019-11-13,Routine Inspection,3,1,1,1,SKYLINE MOTOR INN,skyline motor inn,725 10 ave|10 ave,source_id:40425457|source:accela:40425457|location_id:nyc-loc-40425457|bin:1083799|bbl:1010780023|name:skyline motor inn|name_zip:skyline motor inn|10019|name_geo:skyline motor inn|manhattan|name_address_zip:skyline motor inn|725 10 ave|10019|name_address_zip:skyline motor inn|10 ave|10019|address_zip:725 10 ave|10019|address_geo:725 10 ave|manhattan|address_zip:10 ave|10019|address_geo:10 ave|manhattan
nyc-facility-40425458,nyc-loc-40425458,nyc-pool-inspection-tableau,40425458,Outdoor,THE SEA GATE ASSOCIATION,THE SEA GATE ASSOCIATION,the sea gate association,,3700 SURF AVE,3700 surf ave,New York,NY,11224,BK,Brooklyn,brooklyn,,BK21,313,47,33600,3070320018,3189354,40.573531,-74.002937,tableau-hyper:Lat/Long,high,outdoor,THE SEA GATE ASSOCIATION,Private Club,Private Club,,1,2022-07-19,Routine Inspection,0,,,,THE SEA GATE ASSOCIATION,the sea gate association,3700 surf ave|surf ave,source_id:40425458|source:accela:40425458|location_id:nyc-loc-40425458|bin:3189354|bbl:3070320018|name:the sea gate association|name_zip:the sea gate association|11224|name_geo:the sea gate association|brooklyn|name_address_zip:the sea gate association|3700 surf ave|11224|name_address_zip:the sea gate association|surf ave|11224|address_zip:3700 surf ave|11224|address_geo:3700 surf ave|brooklyn|address_zip:surf ave|11224|address_geo:surf ave|brooklyn
nyc-facility-40425459,nyc-loc-40425459,nyc-pool-inspection-tableau,40425459,Indoor,VILLAGE EAST TOWERS INC.,VILLAGE EAST TOWERS INC.,village east towers inc,,411 EAST 10 STREET,411 e 10 st,New York,NY,10009,MA,Manhattan,manhattan,Lower East Side,MN28,103,2,2800,1003820100,1078024,40.725621,-73.97691,tableau-hyper:Lat/Long,high,indoor,VILLAGE EAST TOWERS INC.,Private Res.,Private Res.,,1,2019-09-05,Routine Inspection,4,2,1,1,VILLAGE EAST TOWERS INC.,village east towers inc,411 e 10 st|e 10 st,source_id:40425459|source:accela:40425459|location_id:nyc-loc-40425459|bin:1078024|bbl:1003820100|name:village east towers inc|name_zip:village east towers inc|10009|name_geo:village east towers inc|manhattan|name_address_zip:village east towers inc|411 e 10 st|10009|name_address_zip:village east towers inc|e 10 st|10009|address_zip:411 e 10 st|10009|address_geo:411 e 10 st|manhattan|address_zip:e 10 st|10009|address_geo:e 10 st|manhattan
nyc-facility-40425461,nyc-loc-40425461,nyc-pool-inspection-tableau,40425461,Indoor,ST. FRANCIS COLLEGE,ST. FRANCIS COLLEGE,st francis college,,180 REMSEN STREET,180 remsen st,New York,NY,11201,BK,Brooklyn,brooklyn,Brooklyn Heights-Cobble Hill,BK09,302,33,900,3002550036,3335934,40.69327,-73.991587,tableau-hyper:Lat/Long,high,indoor,ST. FRANCIS COLLEGE,University - Public/Private,Private Univ.,,1,2019-06-28,Routine Inspection,6,1,2,3,ST. FRANCIS COLLEGE,st francis college,180 remsen st|remsen st,source_id:40425461|source:accela:40425461|location_id:nyc-loc-40425461|bin:3335934|bbl:3002550036|name:st francis college|name_zip:st francis college|11201|name_geo:st francis college|brooklyn|name_address_zip:st francis college|180 remsen st|11201|name_address_zip:st francis college|remsen st|11201|address_zip:180 remsen st|11201|address_geo:180 remsen st|brooklyn|address_zip:remsen st|11201|address_geo:remsen st|brooklyn
nyc-facility-40425465,nyc-loc-40425465,nyc-pool-inspection-tableau,40425465,Indoor,COLUMBIA GRAMMAR & PREP SCHOOL,COLUMBIA GRAMMAR & PREP SCHOOL,columbia grammar and prep school,,5 WEST 93 STREET,5 w 93 st,New York,NY,10025,MA,Manhattan,manhattan,Upper West Side,MN12,107,6,17700,1012070023,1031644,40.78995,-73.966591,tableau-hyper:Lat/Long,high,indoor,COLUMBIA GRAMMAR & PREP SCHOOL,Parochial/Private,Private School,,1,2019-10-21,Routine Inspection,0,0,0,0,COLUMBIA GRAMMAR & PREP SCHOOL,columbia grammar and prep school,5 w 93 st|w 93 st,source_id:40425465|source:accela:40425465|location_id:nyc-loc-40425465|bin:1031644|bbl:1012070023|name:columbia grammar and prep school|name_zip:columbia grammar and prep school|10025|name_geo:columbia grammar and prep school|manhattan|name_address_zip:columbia grammar and prep school|5 w 93 st|10025|name_address_zip:columbia grammar and prep school|w 93 st|10025|address_zip:5 w 93 st|10025|address_geo:5 w 93 st|manhattan|address_zip:w 93 st|10025|address_geo:w 93 st|manhattan
nyc-facility-40425467,nyc-loc-40425467,nyc-pool-inspection-tableau,40425467,Indoor,NEW YORK HEALTH CLUB INC,NEW YORK HEALTH CLUB INC,new york health club inc,,1433 YORK AVENUE,1433 york ave,New York,NY,10021,MA,Manhattan,manhattan,Lenox Hill-Roosevelt Island,MN31,108,5,13200,1014710021,1045958,40.769532,-73.9518,tableau-hyper:Lat/Long,high,indoor,NEW YORK HEALTH CLUB INC,Private Gym/Fitness/Swim,Comm. Gym,,1,2019-10-16,Routine Inspection,3,0,1,2,NEW YORK HEALTH CLUB INC,new york health club inc,1433 york ave|york ave,source_id:40425467|source:accela:40425467|location_id:nyc-loc-40425467|bin:1045958|bbl:1014710021|name:new york health club inc|name_zip:new york health club inc|10021|name_geo:new york health club inc|manhattan|name_address_zip:new york health club inc|1433 york ave|10021|name_address_zip:new york health club inc|york ave|10021|address_zip:1433 york ave|10021|address_geo:1433 york ave|manhattan|address_zip:york ave|10021|address_geo:york ave|manhattan
nyc-facility-40425468,nyc-loc-40425468,nyc-pool-inspection-tableau,40425468,Indoor,YALE CLUB OF NEW YORK CITY,YALE CLUB OF NEW YORK CITY,yale club of new york city,,50 VANDERBILT AVENUE,50 vanderbilt ave,New York,NY,10017,MA,Manhattan,manhattan,Midtown-Midtown South,MN17,105,4,9400,1012790028,1035374,40.753974,-73.977254,tableau-hyper:Lat/Long,high,indoor,YALE CLUB OF NEW YORK CITY,Private Club,Private Club,,1,2019-12-05,Routine Inspection,3,0,1,2,YALE CLUB OF NEW YORK CITY,yale club of new york city,50 vanderbilt ave|vanderbilt ave,source_id:40425468|source:accela:40425468|location_id:nyc-loc-40425468|bin:1035374|bbl:1012790028|name:yale club of new york city|name_zip:yale club of new york city|10017|name_geo:yale club of new york city|manhattan|name_address_zip:yale club of new york city|50 vanderbilt ave|10017|name_address_zip:yale club of new york city|vanderbilt ave|10017|address_zip:50 vanderbilt ave|10017|address_geo:50 vanderbilt ave|manhattan|address_zip:vanderbilt ave|10017|address_geo:vanderbilt ave|manhattan
nyc-facility-40425470,nyc-loc-40425470,nyc-pool-inspection-tableau,40425470,Indoor,BRONX HOUSE INC,BRONX HOUSE INC,bronx house inc,,990 PELHAM PARKWAY SOUTH,990 pelham pkwy s,New York,NY,10461,BX,Bronx,bronx,Pelham Parkway,BX49,211,13,24800,2043287501,2088568,40.856797,-73.860353,tableau-hyper:Lat/Long,high,indoor,BRONX HOUSE INC,Nonprofit,Nonprofit,,1,2019-05-16,Complaint Inspection,0,0,0,0,BRONX HOUSE INC,bronx house inc,990 pelham pkwy s|pelham pkwy s,source_id:40425470|source:accela:40425470|location_id:nyc-loc-40425470|bin:2088568|bbl:2043287501|name:bronx house inc|name_zip:bronx house inc|10461|name_geo:bronx house inc|bronx|name_address_zip:bronx house inc|990 pelham pkwy s|10461|name_address_zip:bronx house inc|pelham pkwy s|10461|address_zip:990 pelham pkwy s|10461|address_geo:990 pelham pkwy s|bronx|address_zip:pelham pkwy s|10461|address_geo:pelham pkwy s|bronx
nyc-facility-40425471,nyc-loc-40425471,nyc-pool-inspection-tableau,40425471,Indoor,TRINITY EPISCOPAL SCHOOLS CORP,TRINITY EPISCOPAL SCHOOLS CORP,trinity episcopal schools corp,,101 WEST 91 STREET,101 w 91 st,New York,NY,10024,MA,Manhattan,manhattan,Upper West Side,MN12,107,6,17700,1012220029,1032499,40.789717,-73.969946,tableau-hyper:Lat/Long,high,indoor,TRINITY EPISCOPAL SCHOOLS CORP,Parochial/Private,Parochial - Episcopal,,1,2019-05-16,Routine Inspection,0,0,0,0,TRINITY EPISCOPAL SCHOOLS CORP,trinity episcopal schools corp,101 w 91 st|w 91 st,source_id:40425471|source:accela:40425471|location_id:nyc-loc-40425471|bin:1032499|bbl:1012220029|name:trinity episcopal schools corp|name_zip:trinity episcopal schools corp|10024|name_geo:trinity episcopal schools corp|manhattan|name_address_zip:trinity episcopal schools corp|101 w 91 st|10024|name_address_zip:trinity episcopal schools corp|w 91 st|10024|address_zip:101 w 91 st|10024|address_geo:101 w 91 st|manhattan|address_zip:w 91 st|10024|address_geo:w 91 st|manhattan
nyc-facility-40425475,nyc-loc-40425475,nyc-pool-inspection-tableau,40425475,Indoor,NEW YORK HEALTH CLUB INC,NEW YORK HEALTH CLUB INC,new york health club inc,,24 EAST 13 STREET,24 e 13 st,New York,NY,10003,MA,Manhattan,manhattan,West Village,MN23,102,2,6100,1005700017,1009382,40.734848,-73.993054,tableau-hyper:Lat/Long,high,indoor,NEW YORK HEALTH CLUB INC,Private Gym/Fitness/Swim,Comm. Gym,,1,2019-10-29,Routine Inspection,3,1,0,2,NEW YORK HEALTH CLUB INC,new york health club inc,24 e 13 st|e 13 st,source_id:40425475|source:accela:40425475|location_id:nyc-loc-40425475|bin:1009382|bbl:1005700017|name:new york health club inc|name_zip:new york health club inc|10003|name_geo:new york health club inc|manhattan|name_address_zip:new york health club inc|24 e 13 st|10003|name_address_zip:new york health club inc|e 13 st|10003|address_zip:24 e 13 st|10003|address_geo:24 e 13 st|manhattan|address_zip:e 13 st|10003|address_geo:e 13 st|manhattan
nyc-facility-40425481,nyc-loc-40425481,nyc-pool-inspection-tableau,40425481,Indoor,COLUMBIA UNIV. IN THE CITY OF NEW YORK (URIS),COLUMBIA UNIV. IN THE CITY OF NEW YORK,columbia univ in the city of new york uris,,3030 BROADWAY,3030 broadway,New York,NY,10027,MA,Manhattan,manhattan,Morningside Heights,MN09,109,7,20300,1019730001,1084472,40.810221,-73.961777,tableau-hyper:Lat/Long,high,indoor,COLUMBIA UNIV. IN THE CITY OF NY,University - Public/Private,Private Univ.,,1,2019-03-25,Routine Inspection,0,0,0,0,COLUMBIA UNIV. IN THE CITY OF NEW YORK (URIS)|COLUMBIA UNIV. IN THE CITY OF NEW YORK,columbia univ in the city of new york uris|columbia univ in the city of new york,3030 broadway|broadway,source_id:40425481|source:accela:40425481|location_id:nyc-loc-40425481|bin:1084472|bbl:1019730001|name:columbia univ in the city of new york uris|name_zip:columbia univ in the city of new york uris|10027|name_geo:columbia univ in the city of new york uris|manhattan|name_address_zip:columbia univ in the city of new york uris|3030 broadway|10027|name_address_zip:columbia univ in the city of new york uris|broadway|10027|name:columbia univ in the city of new york|name_zip:columbia univ in the city of new york|10027|name_geo:columbia univ in the city of new york|manhattan|name_address_zip:columbia univ in the city of new york|3030 broadway|10027|name_address_zip:columbia univ in the city of new york|broadway|10027|address_zip:3030 broadway|10027|address_geo:3030 broadway|manhattan|address_zip:broadway|10027|address_geo:broadway|manhattan
nyc-facility-40425493,nyc-loc-40425493,nyc-pool-inspection-tableau,40425493,Indoor,HOTEL DES ARTISTES INC,HOTEL DES ARTISTES INC,hotel des artistes inc,,1 WEST 67 STREET,1 w 67 st,New York,NY,10023,MA,Manhattan,manhattan,Lincoln Square,MN14,107,6,15300,1011200023,1028242,40.773212,-73.978702,tableau-hyper:Lat/Long,high,indoor,HOTEL DES ARTISTES INC,Hotel,Hotel,,1,2019-12-30,Routine Inspection,0,0,0,0,HOTEL DES ARTISTES INC,hotel des artistes inc,1 w 67 st|w 67 st,source_id:40425493|source:accela:40425493|location_id:nyc-loc-40425493|bin:1028242|bbl:1011200023|name:hotel des artistes inc|name_zip:hotel des artistes inc|10023|name_geo:hotel des artistes inc|manhattan|name_address_zip:hotel des artistes inc|1 w 67 st|10023|name_address_zip:hotel des artistes inc|w 67 st|10023|address_zip:1 w 67 st|10023|address_geo:1 w 67 st|manhattan|address_zip:w 67 st|10023|address_geo:w 67 st|manhattan
nyc-facility-40425495,nyc-loc-40425495,nyc-pool-inspection-tableau,40425495,Indoor,KIPS BAY BOYS CLUB INC,KIPS BAY BOYS CLUB INC,kips bay boys club inc,Boys Club,1930 RANDALL AVENUE,1930 randall ave,New York,NY,10473,BX,Bronx,bronx,Soundview-Castle Hill-Clason Point-Harding Park,BX09,209,18,1600,2035280017,2090508,40.817834,-73.856703,tableau-hyper:Lat/Long,high,indoor,KIPS BAY BOYS CLUB INC,Nonprofit,Nonprofit,Boys Club,1,2019-12-02,Routine Inspection,3,0,1,2,KIPS BAY BOYS CLUB INC,kips bay boys club inc,1930 randall ave|randall ave,source_id:40425495|source:accela:40425495|location_id:nyc-loc-40425495|bin:2090508|bbl:2035280017|name:kips bay boys club inc|name_zip:kips bay boys club inc|10473|name_geo:kips bay boys club inc|bronx|name_address_zip:kips bay boys club inc|1930 randall ave|10473|name_address_zip:kips bay boys club inc|randall ave|10473|address_zip:1930 randall ave|10473|address_geo:1930 randall ave|bronx|address_zip:randall ave|10473|address_geo:randall ave|bronx
nyc-facility-40425496,nyc-loc-40425496,nyc-pool-inspection-tableau,40425496,Indoor,TOWERS COUNTRY CLUB INC,TOWERS COUNTRY CLUB INC,towers country club inc,,272-86 GRAND CENTRAL PARKWAY,27286 grand central pkwy,New York,NY,11005,QU,Queens,queens,Glen Oaks-Floral Park-New Hyde Park,QN44,413,23,155101,4084890001,4456886,40.759252,-73.71294,tableau-hyper:Lat/Long,high,indoor,TOWERS COUNTRY CLUB INC,Private Club,Private Club,,1,2019-06-18,Routine Inspection,2,1,0,1,TOWERS COUNTRY CLUB INC,towers country club inc,27286 grand central pkwy|grand central pkwy,source_id:40425496|source:accela:40425496|location_id:nyc-loc-40425496|bin:4456886|bbl:4084890001|name:towers country club inc|name_zip:towers country club inc|11005|name_geo:towers country club inc|queens|name_address_zip:towers country club inc|27286 grand central pkwy|11005|name_address_zip:towers country club inc|grand central pkwy|11005|address_zip:27286 grand central pkwy|11005|address_geo:27286 grand central pkwy|queens|address_zip:grand central pkwy|11005|address_geo:grand central pkwy|queens
nyc-facility-40425497,nyc-loc-40425497,nyc-pool-inspection-tableau,40425497,Indoor,FORDHAM UNIVERSITY/LOMBARDI POOL,LOMBARDI POOL,fordham university lombardi pool,,441 EAST FORDHAM ROAD,441 e fordham rd,New York,NY,10458,BX,Bronx,bronx,,BX06,206,15,39700,2032730001,2102025,40.860733,-73.889535,tableau-hyper:Lat/Long,high,indoor,FORDHAM UNIVERSITY/LOMBARDI POOL,University - Public/Private,Private Univ.,,1,2022-10-27,Routine Inspection,3,0,2,1,FORDHAM UNIVERSITY/LOMBARDI POOL|LOMBARDI POOL,fordham university lombardi pool|lombardi pool,441 e fordham rd|e fordham rd,source_id:40425497|source:accela:40425497|location_id:nyc-loc-40425497|bin:2102025|bbl:2032730001|name:fordham university lombardi pool|name_zip:fordham university lombardi pool|10458|name_geo:fordham university lombardi pool|bronx|name_address_zip:fordham university lombardi pool|441 e fordham rd|10458|name_address_zip:fordham university lombardi pool|e fordham rd|10458|name:lombardi pool|name_zip:lombardi pool|10458|name_geo:lombardi pool|bronx|name_address_zip:lombardi pool|441 e fordham rd|10458|name_address_zip:lombardi pool|e fordham rd|10458|address_zip:441 e fordham rd|10458|address_geo:441 e fordham rd|bronx|address_zip:e fordham rd|10458|address_geo:e fordham rd|bronx
nyc-facility-40425502,nyc-loc-40425502,nyc-pool-inspection-tableau,40425502,Indoor,UNITED CEREBRAL PALSEY OF NEW YORK,UNITED CEREBRAL PALSEY OF NEW YORK,united cerebral palsey of new york,,175 LAWRENCE AVENUE,175 lawrence ave,New York,NY,11230,BK,Brooklyn,brooklyn,Flatbush,BK42,314,44,48000,3054200069,3328479,40.630793,-73.973311,tableau-hyper:Lat/Long,high,indoor,UNITED CEREBRAL PALSEY OF NEW YORK,Nonprofit,Nonprofit,,1,2019-11-01,Routine Inspection,1,0,0,1,UNITED CEREBRAL PALSEY OF NEW YORK,united cerebral palsey of new york,175 lawrence ave|lawrence ave,source_id:40425502|source:accela:40425502|location_id:nyc-loc-40425502|bin:3328479|bbl:3054200069|name:united cerebral palsey of new york|name_zip:united cerebral palsey of new york|11230|name_geo:united cerebral palsey of new york|brooklyn|name_address_zip:united cerebral palsey of new york|175 lawrence ave|11230|name_address_zip:united cerebral palsey of new york|lawrence ave|11230|address_zip:175 lawrence ave|11230|address_geo:175 lawrence ave|brooklyn|address_zip:lawrence ave|11230|address_geo:lawrence ave|brooklyn
